nse_ticker,sector,industry,basic_industry,notes
SAMMAANCAP,Financial Services,Finance,Housing Finance Company,nse_official
SAMPANN,Capital Goods,Industrial Products,Rubber,nse_official
SAMVARDHANA,Auto,Auto Ancillaries,,
SANATHAN,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SANDESH,Media Entertainment & Publication,Media,Print Media,nse_official
SANDHAR,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SANDUMA,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,nse_official
SANGAMIND,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SANGHI,Infra,Cement,,
SANGHIIND,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
SANGHVI,Cap Goods,Cranes,,
SANGHVIMOV,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
SANOFI,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SANOFICONR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SANSERA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SANSTAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
SAPPHIRE,Consumer Services,Leisure Services,Restaurants,nse_official
SAPPHIREF,Consumer,QSR,,
SAPPHIREFD,Consumer,Food Products,,
SAPPHIREFOO,Consumer,Food Products,,
SARASWATCO,Banking,Regional Banks,,
SARDAEN,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
SAREGAMA,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
SARLAPOLY,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SARVESHWAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
SASKEN,Information Technology,IT - Services,IT Enabled Services,nse_official
SASTASUNDR,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
SATIA,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
SATIN,Financial Services,Finance,Microfinance Institutions,nse_official
SAURASHCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
SAURASHTRA,Infra,Cement,,
SBC,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
SBCL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SBFC,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SBGLP,Realty,Realty,Residential Commercial Projects,nse_official
SBICARD,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SBILIFE,Financial Services,Insurance,Life Insurance,nse_official
SBIMF,Financials,Asset Management,,
SBIN,Financial Services,Banks,Public Sector Bank,nse_official
SCHAEFFLER,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SCHAND,Media Entertainment & Publication,Printing & Publication,Printing & Publication,nse_official
SCHNEIDER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SCI,Services,Transport Services,Shipping,nse_official
SCILAL,Financial Services,Finance,Investment Company,nse_official
SCODATUBES,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SCUF,Financials,Vehicle Finance,,
SDBL,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
SEACOAST,Shipping,Shipping,,
SEAMECLTD,Services,Transport Services,Shipping,nse_official
SECMARK,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SECURE,Cables,Energy Meters,,Energy metering
SECURKLOUD,Information Technology,IT - Services,IT Enabled Services,nse_official
SEDEMAC,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SEJALLTD,Capital Goods,Industrial Products,Glass - Industrial,nse_official
SELMC,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SEMAC,Construction,Construction,Civil Construction,nse_official
SENCO,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SENORES,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SEPC,Construction,Construction,Civil Construction,nse_official
SEQUENT,Pharma,Pharma API,,
SERVOTECH,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
SESHAPAPER,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
SETCO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SETL,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SFL,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
SGFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SGIL,Capital Goods,Industrial Products,Castings & Forgings,nse_official
SGL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SGMART,Metals & Mining,Metals & Minerals Trading,Trading - Metals,nse_official
SHADOWFAX,Services,Transport Services,Logistics Solution Provider,nse_official
SHAH,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SHAHALLOYS,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SHAILY,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
SHAKTIPUMP,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
SHALBY,Healthcare,Healthcare Services,Hospital,nse_official
SHALPAINTS,Consumer Durables,Consumer Durables,Paints,nse_official
SHANKARA,Consumer Services,Retailing,Speciality Retail,nse_official
SHANTI,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
SHANTIGEAR,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SHANTIGOLD,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SHARDACROP,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SHARDAMOTR,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SHAREINDIA,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
SHEKHAWATI,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SHEMAROO,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
SHILCTECH,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SHILPAMED,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SHIVALIK,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SHIVAMAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SHIVAMILLS,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SHIVATEX,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SHIVAUM,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SHK,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
SHOPERSTOP,Consumer Services,Retailing,Diversified Retail,nse_official
SHOPSTOP,Consumer,Consumer Retail,,
SHRADHA,Realty,Realty,Residential Commercial Projects,nse_official
SHREDIGCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
SHREECEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
SHREEJISPG,Services,Transport Services,Shipping,nse_official
SHREEPUSHK,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
SHREERAMA,Capital Goods,Industrial Products,Packaging,nse_official
SHREERENUKA,Sugar,Sugar,,
SHREYANIND,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
SHREYANS,Consumer,Paper,,
SHREYAS,Shipping,Logistics,,
SHRINGARMS,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SHRIPISTON,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SHRIRAMFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SHRIRAMFRT,Agri,Fertilisers,,
SHRIRAMPPS,Realty,Realty,Residential Commercial Projects,nse_official
SHYAM,Metals,Steel,,
SHYAMCENT,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,nse_official
SHYAMMETL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SHYAMSTEEL,Metals,Steel,,
SHYAMTEL,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SIEMENS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SIEVERT,Infra,Water Treatment,,
SIGACHI,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SIGIND,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SIGMA,Information Technology,IT - Services,IT Enabled Services,nse_official
SIGMAADV,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
SIGNATURE,Realty,Realty,Residential Commercial Projects,nse_official
SIGNPOST,Media Entertainment & Publication,Media,Advertising & Media Agencies,nse_official
SIKKO,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SIL,Realty,Realty,Real Estate related services,nse_official
SILGO,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SILINV,Financial Services,Finance,Investment Company,nse_official
SILLYMONKS,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
SILVERTUC,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SIMBHAOLI,Sugar,Sugar,,
SIMPLEXINF,Construction,Construction,Civil Construction,nse_official
SINCLAIR,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
SINDHUTRAD,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,nse_official
SINGERIND,Consumer Durables,Consumer Durables,Household Appliances,nse_official
SINTERCOM,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SIRCA,Consumer Durables,Consumer Durables,Paints,nse_official
SIS,Consumer Services,Other Consumer Services,Other Consumer Services,nse_official
SIYARAM,Textiles,Textiles - Apparel,,
SIYSIL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SJS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SJVN,Power,Power,Power Generation,nse_official
SKFINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SKFINDUS,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
SKIL,Construction,Construction,Civil Construction,nse_official
SKIPPER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SKMEGGPROD,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,nse_official
SKYGOLD,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SMARTLINK,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
SMARTWORKS,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
SMCGLOBAL,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
SMIFS,Financials,Stock Broking,,
SML,Auto,Auto OEM - CV,,
SMLISUZU,Other,Other,,nse_official
SMLMAH,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,nse_official
SMLT,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SMRUTHIORG,Pharma,Pharma API,,
SMSPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SMVD,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
SNOWMAN,Services,Transport Services,Logistics Solution Provider,nse_official
SOBHA,Realty,Realty,Residential Commercial Projects,nse_official
SOFTTECH,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SOLARA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SOLARBOMB,Defense,Aerospace & Defense,,
SOLARIND,Defense,Aerospace & Defense,,
SOLARINDS,Chemicals,Chemicals & Petrochemicals,Explosives,nse_official
SOLARWORLD,Construction,Construction,Civil Construction,nse_official
SOLEX,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SOLUTIONK,Chemicals,Specialty Chemicals,,
SOMANY,Consumer,Tiles,,
SOMANYCERA,Consumer Durables,Consumer Durables,Ceramics,nse_official
SOMICONVEY,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SONACOMS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SONAMLTD,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
SONATSOFTW,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SOTL,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
SOUTHBANK,Financial Services,Banks,Private Sector Bank,nse_official
SOUTHBNK,Banking,Regional Banks,,
SOUTHWEST,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
SPAL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
SPANDANA,Financial Services,Finance,Microfinance Institutions,nse_official
SPARC,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SPCENET,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SPECIALITY,Consumer Services,Leisure Services,Restaurants,nse_official
SPECTRUM,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SPEL,Electronics,Semiconductors,,
SPENCERS,Consumer Services,Retailing,Diversified Retail,nse_official
SPENTEX,Textiles,Yarn & Fabric,,
SPIC,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
SPICEJET,Services,Transport Services,Airline,nse_official
SPLIL,Textiles,Textiles & Apparels,Trading - Textile Products,nse_official
SPLPETRO,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
SPML,Infra,Construction & Engineering,,
SPMLINFRA,Construction,Construction,Civil Construction,nse_official
SPORTKING,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SRD,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,nse_official
SREEL,Consumer Durables,Consumer Durables,Footwear,nse_official
SRF,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
SRGHFL,Financial Services,Finance,Housing Finance Company,nse_official
SRHHYPOLTD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
SRIKALAHASTHI,Metals,Steel Pipes,,
SRM,Construction,Construction,Civil Construction,nse_official
SRPL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
SRTL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SSDL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
SSWL,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
STALLION,Chemicals,Chemicals & Petrochemicals,Industrial Gases,nse_official
STANLEY,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
STAR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
STARBUS,Auto,Auto OEM - CV,,
STARCEMENT,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
STARCMT,Infra,Cement,,
STARHEALTH,Financial Services,Insurance,General Insurance,nse_official
STARPAPER,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
STARPAPL,Consumer,Paper,,
STARTECK,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
STCINDIA,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
STEELCAS,Capital Goods,Industrial Products,Castings & Forgings,nse_official
STEELCITY,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
STEELXIND,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
STEL,Financial Services,Finance,Investment Company,nse_official
STERLITE,Metals,Copper,,
STERLITEIND,Cables,Cables & Wires,,
STERTOOLS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
STFC,Financials,Vehicle Finance,,
STLNETWORK,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
STLTECH,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
STOVEKRAFT,Consumer Durables,Consumer Durables,Household Appliances,nse_official
STRIDES,Pharma,Pharma Formulations,,
STUDDS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
STYL,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
STYLAMIND,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
STYLEBAAZA,Consumer Services,Retailing,Speciality Retail,nse_official
STYRENIX,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
SUBEX,IT,SOFTWARE,SOFTWARE - TELECOM,nse_official
SUBEXLTD,Information Technology,IT - Software,Software Products,nse_official
SUBROS,Capital Goods,Industrial Products,Other Industrial Products,nse_official
SUDARCOLOR,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
SUDARSCHEM,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
SUDEEPPHRM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SUGARIND,Agri,Agri,,
SUKHJITS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
SULA,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
SULAVIN,Consumer,Alcoholic Beverages,,
SUMEETINDS,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SUMICHEM,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SUMIT,Realty,Realty,Residential Commercial Projects,nse_official
SUMMITSEC,Financial Services,Finance,Investment Company,nse_official
SUNCLAY,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUNDARAM,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
SUNDARMFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SUNDRMBRAK,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUNDRMFAST,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUNDROP,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
SUNFLAG,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SUNPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SUNTECK,Realty,Realty,Residential Commercial Projects,nse_official
SUNTECKINS,Cap Goods,IT Services,,
SUNTECKREAL,RealEstate,Real Estate - Residential,,
SUNTV,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
SUPERHOUSE,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
SUPERSPIN,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SUPRAGRI,Agri,Agri Products,,
SUPRAJIT,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUPREME,Realty,Realty,Residential Commercial Projects,nse_official
SUPREMEIND,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
SUPRIYA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SURAJEST,Realty,Realty,Residential Commercial Projects,nse_official
SURAJLTD,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SURAKSHA,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
SURANASOL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SURANAT&P,Power,Power,Power Generation,nse_official
SURYA,Metals,Steel Pipes,,
SURYALAXMI,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SURYAROSNI,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SURYODAY,Financial Services,Banks,Other Bank,nse_official
SUTLEJ,Textiles,Textiles - Spinning,,
SUTLEJTEX,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SUTURA,Pharma,Medical Devices,,
SUVEN,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,nse_official
SUVENPHAR,Pharma,Pharma API,,
SUVENPHARM,Pharma,Pharma API,,
SUVIDHAA,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
SUVRDP,Pharma,Diagnostics,,
SUYOG,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
SUZLON,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SVLL,Services,Transport Services,Logistics Solution Provider,nse_official
SWANCORP,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
SWARAJENG,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
SWELECTES,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SWIGGY,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
SWSOLAR,Construction,Construction,Civil Construction,nse_official
SYMPHONY,Consumer Durables,Consumer Durables,Household Appliances,nse_official
SYNCOMF,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SYNGENE,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,nse_official
SYRMA,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SYSTMTXC,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
TAICHI,Textiles,Technical Textiles,,
TAINWALCHM,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TAJGVK,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
TALBROAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
TANLA,Information Technology,IT - Software,Software Products,nse_official
TARA,Consumer,Jewellery,,
TARACHAND,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
TARAPUR,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TARC,Realty,Realty,Residential Commercial Projects,nse_official
TARIL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TARSONS,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
TASTY,Consumer,Food Products,,
TASTYBITE,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
TATACAP,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TATACHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TATACHEMICAL,Chemicals,Specialty Chemicals - Alkali,,
TATACOFFEE,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
TATACOMM,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
TATACONSUM,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
TATAELXSI,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TATAHOUSING,RealEstate,Real Estate - Residential,,
TATAINVEST,Financial Services,Finance,Investment Company,nse_official
TATAMET,Metals,Steel,,
TATAMETALI,Metals & Mining,Ferrous Metals,Pig Iron,nse_official
TATAMOTOR,Auto,Auto OEM - 4W,,
TATAMOTORS,Auto,Auto OEM - 4W,,
TATAMOTR,Auto,Auto OEM - EV,,
TATAPOWER,Power,Power,Integrated Power Utilities,nse_official
TATASKY,Consumer,DTH,,
TATASTEEL,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
TATATECH,Information Technology,IT - Services,IT Enabled Services,nse_official
TATVA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
TBOTECH,Internet,B2B Marketplace,,
TBOTEK,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
TBZ,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
TCC,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
TCI,Services,Transport Services,Logistics Solution Provider,nse_official
TCIEXP,Services,Transport Services,Logistics Solution Provider,nse_official
TCIL,Shipping,Shipping,,
TCPLPACK,Capital Goods,Industrial Products,Packaging,nse_official
TCS,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TDPOWERSYS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TEAMGTY,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TEAMLEASE,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
TECHM,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TECHNO,CONSTRUCTION,CONSTRUCTION PROJECT,ENGINEERING-DESIGNING-CONSTRUCTION,nse_official
TECHNOE,Construction,Construction,Civil Construction,nse_official
TECILCHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TEGA,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
TEJAS,Telecom,Telecom Equipment,,
TEJASNET,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
TEMBO,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
TENNIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
TERASOFT,Information Technology,IT - Services,IT Enabled Services,nse_official
TEXINFRA,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
TEXMOPIPES,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TEXRAIL,Capital Goods,Industrial Manufacturing,Railway Wagons,nse_official
TFCILTD,Financial Services,Finance,Financial Institution,nse_official
TFL,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TGBHOTELS,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
TGSOLS,Pharma,Diagnostics,,
THANGAMAYL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
THEINVEST,Financial Services,Finance,Other Financial Services,nse_official
THEJEWELS,Consumer,Jewellery,,
THEJO,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
THELEELA,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
THEMISMED,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
THERMAX,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
THOMASCOOK,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
THOMASCOTT,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
THYROCARE,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
TI,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
TICL,Construction,Construction,Civil Construction,nse_official
TIGERLOGS,Services,Transport Services,Logistics Solution Provider,nse_official
TIGL,Metals,Steel - Structural,,
TIIL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
TIINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
TIL,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,nse_official
TILIND,FMCG,FMCG - Beverages,,
TIMETECHNO,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TIMKEN,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
TINNARUBR,Capital Goods,Industrial Products,Rubber,nse_official
TINPLATE,Capital Goods,Industrial Products,Packaging,nse_official
TIPS,Consumer,Music & Content,,
TIPSFILMS,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
TIPSINDLTD,Media,Music & Content,,
TIPSMUSIC,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
TIRUMALCHM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TIRUPATI,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TIRUPATIFL,Capital Goods,Industrial Products,Castings & Forgings,nse_official
TITAGARH,Capital Goods,Industrial Manufacturing,Railway Wagons,nse_official
TITAN,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
TITANBYK,Consumer,Jewellery,,
TLGLOBAL,Infra,Logistics,,
TMB,Financial Services,Banks,Private Sector Bank,nse_official
TMBBANK,Banking,Regional Banks,,
TMCV,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,nse_official
TMKFINANCE,Financials,NBFC,,
TMPV,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,nse_official
TNPETRO,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
TNPL,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
TNTELE,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
TOKYOPLAST,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
TOLINS,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
TORNTPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
TORNTPIPER,Infra,Gas Distribution,,
TORNTPOWER,Power,Power,Integrated Power Utilities,nse_official
TOTAL,Services,Transport Services,Logistics Solution Provider,nse_official
TOUCHWOOD,Consumer Services,Other Consumer Services,Other Consumer Services,nse_official
