nse_ticker,theme_key,theme_name
STLTECH,new_age_tech,New-Age Tech (Internet/Fintech)
STLTECH,data_center,Data Center & Digital Infra
STOVEKRAFT,discretionary,Premium Consumer Discretionary
STUDDS,ev,Electric Vehicles
STYL,new_age_tech,New-Age Tech (Internet/Fintech)
STYLAMIND,discretionary,Premium Consumer Discretionary
STYLEBAAZA,discretionary,Premium Consumer Discretionary
STYRENIX,specialty_chem,Specialty Chemicals
SUBROS,ev,Electric Vehicles
SUBROS,capex,Broad Capital Goods Cycle
SUDARCOLOR,specialty_chem,Specialty Chemicals
SUDARSCHEM,specialty_chem,Specialty Chemicals
SUDEEPPHRM,cdmo_pharma,CDMO / CRAMS Pharma
SUDEEPPHRM,branded_pharma,Branded Formulations Pharma
SUKHJITS,fmcg_staples,FMCG Staples
SUMEETINDS,discretionary,Premium Consumer Discretionary
SUMICHEM,specialty_chem,Specialty Chemicals
SUMICHEM,rural_agri,Rural & Agri
SUMIT,realty,Real Estate
SUNCLAY,ev,Electric Vehicles
SUNDARMFIN,nbfc,NBFC — Retail & Diversified
SUNDRMBRAK,ev,Electric Vehicles
SUNDRMFAST,ev,Electric Vehicles
SUNDROP,fmcg_staples,FMCG Staples
SUNFLAG,metals,Metals & Mining
SUNPHARMA,cdmo_pharma,CDMO / CRAMS Pharma
SUNPHARMA,branded_pharma,Branded Formulations Pharma
SUNTECK,realty,Real Estate
SUPERHOUSE,discretionary,Premium Consumer Discretionary
SUPERSPIN,discretionary,Premium Consumer Discretionary
SUPRAJIT,ev,Electric Vehicles
SUPREME,realty,Real Estate
SUPRIYA,cdmo_pharma,CDMO / CRAMS Pharma
SUPRIYA,branded_pharma,Branded Formulations Pharma
SURAJEST,ev,Electric Vehicles
SURAJEST,realty,Real Estate
SURAJLTD,metals,Metals & Mining
SURAKSHA,hospitals,Hospitals & Healthcare Services
SURANASOL,renewables,Renewables & Clean Energy
SURANASOL,capex,Broad Capital Goods Cycle
SURYALAXMI,discretionary,Premium Consumer Discretionary
SURYAROSNI,metals,Metals & Mining
SURYODAY,small_fin_banks,Small Finance & Microfinance
SUTLEJTEX,discretionary,Premium Consumer Discretionary
SUVEN,hospitals,Hospitals & Healthcare Services
SUVENPHAR,cdmo_pharma,CDMO / CRAMS Pharma
SUZLON,renewables,Renewables & Clean Energy
SUZLON,capex,Broad Capital Goods Cycle
SVLL,logistics,Logistics & Supply Chain
SWANCORP,specialty_chem,Specialty Chemicals
SWELECTES,renewables,Renewables & Clean Energy
SWELECTES,capex,Broad Capital Goods Cycle
SWIGGY,discretionary,Premium Consumer Discretionary
SWIGGY,new_age_tech,New-Age Tech (Internet/Fintech)
SWSOLAR,renewables,Renewables & Clean Energy
SYMPHONY,discretionary,Premium Consumer Discretionary
SYNCOMF,cdmo_pharma,CDMO / CRAMS Pharma
SYNCOMF,branded_pharma,Branded Formulations Pharma
SYNGENE,cdmo_pharma,CDMO / CRAMS Pharma
SYNGENE,hospitals,Hospitals & Healthcare Services
SYRMA,semis,Semiconductors & Electronics Manufacturing
SYRMA,capex,Broad Capital Goods Cycle
SYRMA,new_age_tech,New-Age Tech (Internet/Fintech)
SYSTMTXC,capital_markets,Capital Markets & Exchanges
TAJGVK,discretionary,Premium Consumer Discretionary
TALBROAUTO,ev,Electric Vehicles
TANLA,new_age_tech,New-Age Tech (Internet/Fintech)
TARAPUR,capex,Broad Capital Goods Cycle
TARC,realty,Real Estate
TARIL,capex,Broad Capital Goods Cycle
TATACHEM,specialty_chem,Specialty Chemicals
TATACOFFEE,fmcg_staples,FMCG Staples
TATACONSUM,fmcg_staples,FMCG Staples
TATAELXSI,it_services,IT Services
TATAMETALI,metals,Metals & Mining
TATAMOTORS,ev,Electric Vehicles
TATAPOWER,ev,Electric Vehicles
TATAPOWER,renewables,Renewables & Clean Energy
TATASTEEL,metals,Metals & Mining
TATATECH,it_services,IT Services
TATATECH,new_age_tech,New-Age Tech (Internet/Fintech)
TATVA,specialty_chem,Specialty Chemicals
TBOTEK,discretionary,Premium Consumer Discretionary
TBOTEK,new_age_tech,New-Age Tech (Internet/Fintech)
TBZ,discretionary,Premium Consumer Discretionary
TCC,discretionary,Premium Consumer Discretionary
TCI,logistics,Logistics & Supply Chain
TCIEXP,logistics,Logistics & Supply Chain
TCS,it_services,IT Services
TDPOWERSYS,capex,Broad Capital Goods Cycle
TECHM,it_services,IT Services
TECHM,new_age_tech,New-Age Tech (Internet/Fintech)
TECHNO,ev,Electric Vehicles
TECHNO,new_age_tech,New-Age Tech (Internet/Fintech)
TECHNOE,ev,Electric Vehicles
TECHNOE,new_age_tech,New-Age Tech (Internet/Fintech)
TECILCHEM,specialty_chem,Specialty Chemicals
TEGA,capex,Broad Capital Goods Cycle
TEJAS,data_center,Data Center & Digital Infra
TEMBO,metals,Metals & Mining
TENNIND,ev,Electric Vehicles
TERASOFT,it_services,IT Services
TEXRAIL,railways,Railways & Metro Capex
TGBHOTELS,discretionary,Premium Consumer Discretionary
THANGAMAYL,discretionary,Premium Consumer Discretionary
THEJO,capex,Broad Capital Goods Cycle
THELEELA,discretionary,Premium Consumer Discretionary
THEMISMED,cdmo_pharma,CDMO / CRAMS Pharma
THEMISMED,branded_pharma,Branded Formulations Pharma
THERMAX,capex,Broad Capital Goods Cycle
THOMASCOOK,discretionary,Premium Consumer Discretionary
THOMASCOTT,discretionary,Premium Consumer Discretionary
THYROCARE,hospitals,Hospitals & Healthcare Services
THYROCARE,new_age_tech,New-Age Tech (Internet/Fintech)
TICL,ev,Electric Vehicles
TIGERLOGS,logistics,Logistics & Supply Chain
TIIL,metals,Metals & Mining
TIIL,new_age_tech,New-Age Tech (Internet/Fintech)
TIINDIA,ev,Electric Vehicles
TIMETECHNO,new_age_tech,New-Age Tech (Internet/Fintech)
TIMKEN,capex,Broad Capital Goods Cycle
TIRUMALCHM,specialty_chem,Specialty Chemicals
TITAGARH,railways,Railways & Metro Capex
TITAN,discretionary,Premium Consumer Discretionary
TMB,private_banks,Private Banks
TMPV,ev,Electric Vehicles
TNPETRO,specialty_chem,Specialty Chemicals
TOKYOPLAST,discretionary,Premium Consumer Discretionary
TORNTPHARM,cdmo_pharma,CDMO / CRAMS Pharma
TORNTPHARM,branded_pharma,Branded Formulations Pharma
TORNTPOWER,renewables,Renewables & Clean Energy
TOTAL,logistics,Logistics & Supply Chain
TOUCHWOOD,discretionary,Premium Consumer Discretionary
TPLPLASTEH,new_age_tech,New-Age Tech (Internet/Fintech)
TRACXN,new_age_tech,New-Age Tech (Internet/Fintech)
TRANSPEK,specialty_chem,Specialty Chemicals
TRANSRAILL,railways,Railways & Metro Capex
TRANSRAILL,capex,Broad Capital Goods Cycle
TRANSWORLD,logistics,Logistics & Supply Chain
TRAVELFOOD,discretionary,Premium Consumer Discretionary
TREJHARA,it_services,IT Services
TREL,logistics,Logistics & Supply Chain
TRENT,discretionary,Premium Consumer Discretionary
TRF,capex,Broad Capital Goods Cycle
TRIDENT,discretionary,Premium Consumer Discretionary
TRIGYN,it_services,IT Services
TRIGYN,new_age_tech,New-Age Tech (Internet/Fintech)
TRITURBINE,capex,Broad Capital Goods Cycle
TRIVENI,fmcg_staples,FMCG Staples
TRUALT,fmcg_staples,FMCG Staples
TTKPRESTIG,discretionary,Premium Consumer Discretionary
TVSELECT,semis,Semiconductors & Electronics Manufacturing
TVSMOTOR,ev,Electric Vehicles
UCAL,ev,Electric Vehicles
UCOBANK,psu_banks,PSU Banks
UFBL,discretionary,Premium Consumer Discretionary
UGARSUGAR,fmcg_staples,FMCG Staples
UJJIVANSFB,small_fin_banks,Small Finance & Microfinance
ULTRACEMCO,cement,Cement
ULTRACEMCO,new_age_tech,New-Age Tech (Internet/Fintech)
UNICHEMLAB,cdmo_pharma,CDMO / CRAMS Pharma
UNICHEMLAB,branded_pharma,Branded Formulations Pharma
UNIDT,capex,Broad Capital Goods Cycle
UNIENTER,specialty_chem,Specialty Chemicals
UNIMECH,defense,Defense & Aerospace
UNIONBANK,psu_banks,PSU Banks
UNIPARTS,ev,Electric Vehicles
UNITECH,new_age_tech,New-Age Tech (Internet/Fintech)
UNITECH,realty,Real Estate
UNITEDPOLY,semis,Semiconductors & Electronics Manufacturing
UNITEDPOLY,discretionary,Premium Consumer Discretionary
UNITEDTEA,fmcg_staples,FMCG Staples
UNOMINDA,ev,Electric Vehicles
UPL,specialty_chem,Specialty Chemicals
UPL,rural_agri,Rural & Agri
URAVIDEF,ev,Electric Vehicles
URAVIDEF,new_age_tech,New-Age Tech (Internet/Fintech)
URBANCO,discretionary,Premium Consumer Discretionary
URJA,semis,Semiconductors & Electronics Manufacturing
URJA,capex,Broad Capital Goods Cycle
USHAMART,metals,Metals & Mining
UTIAMC,capital_markets,Capital Markets & Exchanges
UTKARSHBNK,small_fin_banks,Small Finance & Microfinance
UTLSOLAR,semis,Semiconductors & Electronics Manufacturing
UTLSOLAR,capex,Broad Capital Goods Cycle
UTTAMSUGAR,fmcg_staples,FMCG Staples
V2RETAIL,discretionary,Premium Consumer Discretionary
VADILALIND,fmcg_staples,FMCG Staples
VAIBHAVGBL,discretionary,Premium Consumer Discretionary
VAISHALI,cdmo_pharma,CDMO / CRAMS Pharma
VAISHALI,branded_pharma,Branded Formulations Pharma
VAKRANGEE,it_services,IT Services
VALIANTLAB,cdmo_pharma,CDMO / CRAMS Pharma
VALIANTLAB,branded_pharma,Branded Formulations Pharma
VALIANTORG,specialty_chem,Specialty Chemicals
VARDHACRLC,discretionary,Premium Consumer Discretionary
VARROC,ev,Electric Vehicles
VASCONEQ,realty,Real Estate
VASWANI,metals,Metals & Mining
VBL,ev,Electric Vehicles
VBL,fmcg_staples,FMCG Staples
VCL,semis,Semiconductors & Electronics Manufacturing
VCL,discretionary,Premium Consumer Discretionary
VEDL,discretionary,Premium Consumer Discretionary
VEDL,metals,Metals & Mining
VEDL,oil_upstream,Oil & Gas — Upstream
VENTIVE,discretionary,Premium Consumer Discretionary
VENUSPIPES,metals,Metals & Mining
VENUSREM,cdmo_pharma,CDMO / CRAMS Pharma
VENUSREM,branded_pharma,Branded Formulations Pharma
VERANDA,discretionary,Premium Consumer Discretionary
VERTOZ,it_services,IT Services
VETO,semis,Semiconductors & Electronics Manufacturing
VETO,discretionary,Premium Consumer Discretionary
VGL,discretionary,Premium Consumer Discretionary
VGUARD,discretionary,Premium Consumer Discretionary
VIDHIING,specialty_chem,Specialty Chemicals
VIDYAWIRES,metals,Metals & Mining
VIJAYA,hospitals,Hospitals & Healthcare Services
VIKASECO,specialty_chem,Specialty Chemicals
VIKASECO,new_age_tech,New-Age Tech (Internet/Fintech)
VIKRAMSOLR,renewables,Renewables & Clean Energy
VIKRAMSOLR,semis,Semiconductors & Electronics Manufacturing
VIKRAMSOLR,capex,Broad Capital Goods Cycle
VIMTALABS,hospitals,Hospitals & Healthcare Services
VINATIORGA,specialty_chem,Specialty Chemicals
VINCOFE,ev,Electric Vehicles
VINEETLAB,cdmo_pharma,CDMO / CRAMS Pharma
VINEETLAB,branded_pharma,Branded Formulations Pharma
VINNY,discretionary,Premium Consumer Discretionary
VINYLINDIA,specialty_chem,Specialty Chemicals
VIPCLOTHNG,discretionary,Premium Consumer Discretionary
VIPIND,discretionary,Premium Consumer Discretionary
VISAKAIND,cement,Cement
VISASTEEL,metals,Metals & Mining
VISHNU,specialty_chem,Specialty Chemicals
VISHWARAJ,fmcg_staples,FMCG Staples
VITAL,specialty_chem,Specialty Chemicals
VITAL,new_age_tech,New-Age Tech (Internet/Fintech)
VIVIDHA,discretionary,Premium Consumer Discretionary
VIVIMEDLAB,cdmo_pharma,CDMO / CRAMS Pharma
VIVIMEDLAB,branded_pharma,Branded Formulations Pharma
VIYASH,cdmo_pharma,CDMO / CRAMS Pharma
VIYASH,branded_pharma,Branded Formulations Pharma
VLEGOV,it_services,IT Services
VMART,discretionary,Premium Consumer Discretionary
VMM,discretionary,Premium Consumer Discretionary
VMSTMT,metals,Metals & Mining
VOLTAMP,capex,Broad Capital Goods Cycle
VOLTAS,discretionary,Premium Consumer Discretionary
VRAJ,metals,Metals & Mining
VRLLOG,logistics,Logistics & Supply Chain
VSSL,metals,Metals & Mining
VSTL,metals,Metals & Mining
VSTTILLERS,rural_agri,Rural & Agri
VTL,discretionary,Premium Consumer Discretionary
WAAREEENER,semis,Semiconductors & Electronics Manufacturing
WAAREEENER,capex,Broad Capital Goods Cycle
WAAREERTL,renewables,Renewables & Clean Energy
WAAREERTL,semis,Semiconductors & Electronics Manufacturing
WAAREERTL,capex,Broad Capital Goods Cycle
WAAREERTL,new_age_tech,New-Age Tech (Internet/Fintech)
WABAG,new_age_tech,New-Age Tech (Internet/Fintech)
WAKEFIT,discretionary,Premium Consumer Discretionary
WALCHANNAG,capex,Broad Capital Goods Cycle
WCIL,logistics,Logistics & Supply Chain
WEBELSOLAR,renewables,Renewables & Clean Energy
WEBELSOLAR,semis,Semiconductors & Electronics Manufacturing
WEBELSOLAR,capex,Broad Capital Goods Cycle
WEIZMANIND,discretionary,Premium Consumer Discretionary
WEL,ev,Electric Vehicles
WEL,discretionary,Premium Consumer Discretionary
WELCORP,metals,Metals & Mining
WELSPUNLIV,discretionary,Premium Consumer Discretionary
WESTLIFE,discretionary,Premium Consumer Discretionary
WHEELS,ev,Electric Vehicles
WHIRLPOOL,discretionary,Premium Consumer Discretionary
WINDLAS,renewables,Renewables & Clean Energy
WINDLAS,cdmo_pharma,CDMO / CRAMS Pharma
WINDLAS,branded_pharma,Branded Formulations Pharma
WINDLAS,new_age_tech,New-Age Tech (Internet/Fintech)
WINDMACHIN,renewables,Renewables & Clean Energy
WINDMACHIN,capex,Broad Capital Goods Cycle
WIPL,discretionary,Premium Consumer Discretionary
WIPRO,it_services,IT Services
WOCKPHARMA,cdmo_pharma,CDMO / CRAMS Pharma
WOCKPHARMA,branded_pharma,Branded Formulations Pharma
WONDERLA,discretionary,Premium Consumer Discretionary
XCHANGING,it_services,IT Services
XELPMOC,new_age_tech,New-Age Tech (Internet/Fintech)
XTGLOBAL,it_services,IT Services
XTGLOBAL,new_age_tech,New-Age Tech (Internet/Fintech)
YASHO,specialty_chem,Specialty Chemicals
YATHARTH,hospitals,Hospitals & Healthcare Services
YATRA,discretionary,Premium Consumer Discretionary
YATRA,new_age_tech,New-Age Tech (Internet/Fintech)
YESBANK,private_banks,Private Banks
ZAGGLE,it_services,IT Services
ZEELEARN,discretionary,Premium Consumer Discretionary
ZENITHEXPO,discretionary,Premium Consumer Discretionary
ZENITHSTL,metals,Metals & Mining
ZENSARTECH,it_services,IT Services
ZENSARTECH,new_age_tech,New-Age Tech (Internet/Fintech)
ZENTEC,defense,Defense & Aerospace
ZENTEC,new_age_tech,New-Age Tech (Internet/Fintech)
ZFCVINDIA,ev,Electric Vehicles
ZIMLAB,cdmo_pharma,CDMO / CRAMS Pharma
ZIMLAB,branded_pharma,Branded Formulations Pharma
ZODIACLOTH,discretionary,Premium Consumer Discretionary
ZOMATO,discretionary,Premium Consumer Discretionary
ZOMATO,new_age_tech,New-Age Tech (Internet/Fintech)
ZOTA,cdmo_pharma,CDMO / CRAMS Pharma
ZOTA,branded_pharma,Branded Formulations Pharma
ZUARI,specialty_chem,Specialty Chemicals
ZUARI,rural_agri,Rural & Agri
ZUARIIND,fmcg_staples,FMCG Staples
ZYDUSLIFE,cdmo_pharma,CDMO / CRAMS Pharma
ZYDUSLIFE,branded_pharma,Branded Formulations Pharma
